customer_id,phone_service,internet_service,online_backup,online_security,device_protection,tech_support,streaming_tv,streaming_movies
0454-OKRCT,Yes,Fiber optic,Yes,No,No,Yes,No,No
8679-LZBMD,Yes,Fiber optic,No,No,No,No,Yes,Yes
0201-OAMXR,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8591-TKMZH,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8048-DSDFQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5181-OABFK,Yes,DSL,Yes,Yes,Yes,No,No,No
5966-EMAZU,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0701-TJSEF,Yes,DSL,No,Yes,Yes,Yes,No,Yes
5366-IJEQJ,Yes,Fiber optic,No,No,Yes,No,Yes,No
9710-ZUSHQ,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
0877-SDMBN,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6040-CGACY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4667-OHGKG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3393-FMZPV,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0577-WHMEV,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
2096-XOTMO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4776-XSKYQ,No,DSL,No,No,No,Yes,No,No
7698-YFGEZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2342-CKIAO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0128-MKWSG,No,DSL,No,Yes,No,Yes,No,Yes
5095-AESKG,Yes,Fiber optic,Yes,No,No,No,No,Yes
2001-EWBQU,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
7663-YJHSN,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
7460-ITWWP,Yes,Fiber optic,No,No,Yes,No,No,Yes
7609-NRNCA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4290-BSXUX,Yes,Fiber optic,No,No,No,Yes,No,No
4661-NJEUX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2211-RMNHO,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
3722-WPXTK,Yes,Fiber optic,No,No,No,No,Yes,Yes
5495-GPSRW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9917-KWRBE,Yes,DSL,Yes,Yes,Yes,No,Yes,No
6997-UVGOX,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7716-YTYHG,Yes,Fiber optic,No,No,No,No,No,Yes
0089-IIQKO,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
5103-MHMHY,Yes,DSL,No,No,No,No,No,No
3259-QMXUN,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
3982-JGSFD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5110-CHOPY,No,DSL,No,Yes,Yes,No,Yes,Yes
5935-FCCNB,Yes,Fiber optic,No,No,No,No,Yes,Yes
2683-BPJSO,Yes,Fiber optic,Yes,Yes,No,No,No,No
2208-NQBCT,Yes,Fiber optic,Yes,Yes,No,No,No,No
4484-GLZOU,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
0537-QYZZN,Yes,Fiber optic,No,Yes,No,No,No,No
0823-HSCDJ,No,DSL,Yes,No,No,No,Yes,Yes
3580-GICBM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0795-XCCTE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6769-DCQLI,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
8512-WIWYV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8100-HZZLJ,Yes,DSL,Yes,Yes,No,No,No,Yes
4188-PCPIG,Yes,DSL,Yes,Yes,No,Yes,Yes,No
2839-RFSQE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7825-ECJRF,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2302-OUZXB,Yes,DSL,Yes,No,Yes,No,Yes,Yes
5924-IFQTT,Yes,DSL,Yes,No,Yes,Yes,Yes,No
1357-MVDOZ,Yes,DSL,No,No,Yes,No,Yes,No
5377-NDTOU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8747-UDCOI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9574-RKJIF,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
9575-IWCAZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9402-ROUMJ,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
4404-HIBDJ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
6953-PBDIN,Yes,DSL,Yes,No,Yes,Yes,Yes,No
4374-YMUSQ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7267-FRMJW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4298-OYIFC,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3259-KNMRR,Yes,DSL,Yes,No,Yes,No,Yes,Yes
1226-UDFZR,Yes,DSL,Yes,No,No,No,No,No
1866-RZZQS,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0139-IVFJG,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
0946-FKYTX,No,DSL,Yes,No,No,No,No,No
8485-GJCDN,Yes,Fiber optic,No,No,No,No,No,No
2368-GAKKQ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7241-AJHFS,Yes,Fiber optic,No,Yes,No,Yes,No,No
9028-LIHRP,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
9773-PEQBZ,Yes,Fiber optic,Yes,No,No,No,No,No
6390-DSAZX,Yes,Fiber optic,No,Yes,No,No,No,No
7718-RXDGG,Yes,Fiber optic,No,No,No,No,No,No
7074-STDCN,No,DSL,No,No,No,Yes,No,Yes
2545-LXYVJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8384-FZBJK,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1471-GIQKQ,Yes,DSL,Yes,No,No,No,No,No
8642-GVWRF,Yes,Fiber optic,Yes,No,Yes,No,No,No
7094-MSZAO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3078-ZKNTS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4659-NZRUF,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
4626-OZDTJ,Yes,DSL,Yes,No,No,Yes,Yes,Yes
6013-BHCAW,Yes,DSL,No,No,Yes,Yes,Yes,Yes
4255-DDUOU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2604-IJPDU,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
4013-GUXND,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0345-XMMUG,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
8207-VVMYB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8104-OSKWT,Yes,Fiber optic,No,Yes,No,No,No,No
5244-IRFIH,Yes,Fiber optic,No,No,No,No,Yes,Yes
9058-CBREO,Yes,DSL,No,No,No,No,No,No
0859-YGKFW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0820-FNRNX,Yes,DSL,Yes,No,Yes,Yes,No,No
5320-BRKGK,Yes,DSL,No,Yes,Yes,Yes,Yes,No
0940-OUQEC,Yes,Fiber optic,Yes,No,No,No,No,No
1843-TLSGD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8292-ITGYJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8144-DGHXP,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
6185-TASNN,Yes,DSL,No,No,No,No,No,No
6778-JFCMK,No,DSL,No,Yes,No,No,Yes,Yes
8696-JKZNU,Yes,Fiber optic,No,No,No,No,No,No
7253-UVNDW,Yes,DSL,No,No,Yes,Yes,No,No
0303-UNCIP,Yes,DSL,No,No,Yes,No,No,Yes
3420-YJLQT,Yes,Fiber optic,Yes,No,No,No,No,No
6371-NZYEG,Yes,DSL,No,Yes,Yes,No,Yes,No
4821-SJHJV,Yes,Fiber optic,No,Yes,No,No,Yes,No
1614-JBEBI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2673-CXQEU,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6461-SZMCV,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7010-BRBUU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7941-RCJOW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6158-DWPZT,No,DSL,No,No,No,No,No,No
8595-SIZNC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9430-FRQOC,Yes,Fiber optic,No,No,Yes,Yes,No,No
0939-EREMR,Yes,DSL,No,No,Yes,Yes,No,No
2809-ILCYT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2612-RRIDN,Yes,Fiber optic,No,No,No,No,Yes,No
0356-ERHVT,Yes,DSL,No,No,No,No,No,No
2243-FNMMI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1357-BIJKI,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
8637-XJIVR,Yes,Fiber optic,No,Yes,No,No,No,No
5322-ZSMZY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9362-MWODR,Yes,DSL,No,Yes,No,Yes,Yes,No
3571-DPYUH,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
5248-RPYWW,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2232-DMLXU,Yes,DSL,No,No,No,No,Yes,No
3913-RDSJZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2754-VDLTR,Yes,Fiber optic,No,No,No,No,Yes,Yes
2451-YMUXS,Yes,DSL,Yes,Yes,No,Yes,No,No
4827-DPADN,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
8220-OCUFY,Yes,DSL,No,Yes,Yes,Yes,No,No
3194-ORPIK,Yes,Fiber optic,No,No,No,No,Yes,No
6857-VWJDT,Yes,Fiber optic,No,No,No,No,Yes,Yes
2974-GGUXS,Yes,Fiber optic,Yes,No,No,No,Yes,No
1470-PSXNM,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
5261-QSHQM,No,DSL,No,No,No,No,No,No
6652-YFFJO,Yes,DSL,No,No,No,No,Yes,Yes
8942-DBMHZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4881-JVQOD,No,DSL,No,No,No,No,No,Yes
4013-UBXWQ,Yes,DSL,No,No,No,Yes,Yes,Yes
2805-EDJPQ,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes
0899-WZRSD,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
9647-ERGBE,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4903-CNOZC,Yes,DSL,Yes,No,Yes,No,No,Yes
2990-HWIML,Yes,Fiber optic,No,No,No,No,Yes,Yes
8610-ZIKJJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7041-TXQJH,No,DSL,No,No,Yes,No,No,Yes
9512-UIBFX,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0058-EVZWM,Yes,Fiber optic,No,Yes,No,No,Yes,No
1845-ZLLIG,Yes,DSL,Yes,No,No,No,No,No
4660-IRIBM,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
7605-SNLQG,Yes,DSL,No,No,Yes,No,No,No
5849-ASHZJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5376-PCKNB,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5013-SBUIH,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
5022-KVDQT,Yes,Fiber optic,No,No,Yes,No,No,No
0601-WZHJF,No,DSL,No,No,No,No,Yes,Yes
7587-RZNME,Yes,DSL,No,No,No,No,No,No
6349-JDHQP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9747-DDZOS,Yes,Fiber optic,No,No,Yes,No,No,No
6128-AQBMT,No,DSL,Yes,No,Yes,No,Yes,Yes
4988-IQIGL,Yes,Fiber optic,No,No,No,No,No,No
1929-ZCBHE,No,DSL,No,Yes,Yes,Yes,No,No
9770-KXGQU,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
9763-PDTKK,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
2874-YXVVA,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3629-WEAAM,Yes,DSL,No,No,Yes,Yes,No,Yes
1104-TNLZA,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
2081-VEYEH,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1621-YNCJH,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
9134-WYRVP,Yes,Fiber optic,No,Yes,No,No,Yes,No
9780-FKVVF,Yes,DSL,No,Yes,No,No,No,Yes
2792-LSHWX,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
6770-XUAGN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5208-FVQKB,Yes,DSL,Yes,Yes,No,Yes,No,Yes
5115-SQAAU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4587-NUKOX,Yes,Fiber optic,Yes,Yes,No,No,No,No
2479-BRAMR,Yes,Fiber optic,No,Yes,Yes,No,No,No
7401-RUBNK,Yes,Fiber optic,No,Yes,No,No,No,No
4879-GZLFH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8800-ZKRFW,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9962-BFPDU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5647-URDKA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8017-LXHFA,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0533-BNWKF,Yes,Fiber optic,Yes,No,Yes,No,No,No
0048-PIHNL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3569-JFODW,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2667-WYLWJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4012-YCFAI,Yes,DSL,Yes,Yes,No,Yes,No,No
2916-BQZLN,Yes,Fiber optic,No,Yes,Yes,No,No,No
8337-MSSXB,Yes,Fiber optic,Yes,No,No,No,No,Yes
2971-SGAFL,Yes,DSL,No,Yes,Yes,No,Yes,Yes
2682-KEVRP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7353-YOWFP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9496-IVVRP,Yes,DSL,No,Yes,No,No,No,No
7216-EWTRS,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9142-KZXOP,Yes,Fiber optic,No,No,No,No,No,No
1680-VDCWW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9881-VCZEP,Yes,DSL,Yes,No,No,No,No,No
8350-NYMVI,No,DSL,Yes,No,Yes,Yes,No,No
4702-HDRKD,No,DSL,No,Yes,Yes,Yes,Yes,No
2729-VNVAP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9185-TQCVP,Yes,Fiber optic,No,No,No,No,No,Yes
2138-VFAPZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4024-CSNBY,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
2055-BFOCC,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2700-LUEVA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6620-JDYNW,Yes,DSL,No,Yes,Yes,No,No,No
2363-BJLSL,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
9174-FKWZE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4631-OACRM,Yes,Fiber optic,No,No,No,No,No,Yes
9508-ILZDG,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
7017-VFULY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2851-MMUTZ,Yes,DSL,Yes,No,No,Yes,No,No
4094-NSEDU,Yes,Fiber optic,No,No,No,No,Yes,Yes
1591-MQJTP,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
0547-HURJB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7470-MCQTK,No,DSL,No,No,Yes,No,Yes,Yes
4318-RAJVY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3378-AJRAO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1707-HABPF,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
2619-WFQWU,Yes,Fiber optic,No,No,No,No,No,No
2150-OEGBV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6575-SUVOI,Yes,DSL,No,Yes,No,Yes,Yes,No
2834-JRTUA,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1293-HHSHJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9638-JIQYA,No,DSL,No,No,No,No,No,No
5843-TTHGI,Yes,DSL,No,No,Yes,No,No,No
8610-WFCJF,Yes,Fiber optic,No,No,No,No,Yes,Yes
3319-DWOEP,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9685-WKZGT,Yes,Fiber optic,No,No,No,No,No,No
8785-CJSHH,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
3340-QBBFM,Yes,DSL,No,No,Yes,Yes,No,No
2380-DAMQP,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0336-KXKFK,No,DSL,No,Yes,Yes,Yes,Yes,Yes
3841-CONLJ,No,DSL,No,No,No,No,No,Yes
4947-DSMXK,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5143-WMWOG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2984-TBYKU,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
4137-JOPHL,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
3428-MMGUB,Yes,Fiber optic,No,No,Yes,No,Yes,No
0843-WTBXE,Yes,Fiber optic,No,No,No,No,Yes,No
9052-VKDUW,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8722-PRFDV,Yes,DSL,No,Yes,Yes,No,Yes,Yes
2657-ALMWY,Yes,Fiber optic,Yes,No,No,No,No,Yes
6772-KSATR,Yes,Fiber optic,No,Yes,No,No,No,No
9065-ZCPQX,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
3002-WQZWT,Yes,Fiber optic,No,No,No,No,No,No
3470-BTGQO,Yes,DSL,No,No,No,No,No,No
6711-FLDFB,Yes,Fiber optic,No,No,No,No,No,No
7825-GKXMW,Yes,DSL,No,No,No,No,No,No
3164-YAXFY,No,DSL,No,Yes,Yes,No,Yes,Yes
8766-PAFNE,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
4952-YSOGZ,Yes,Fiber optic,No,No,No,No,No,Yes
2826-UWHIS,Yes,Fiber optic,Yes,No,No,No,No,No
3407-JMJQQ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1085-LDWAM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7382-DFJTU,Yes,DSL,No,No,Yes,Yes,No,No
3050-RLLXC,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
0442-ZXKVS,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2988-PLAHS,Yes,DSL,No,No,Yes,No,Yes,Yes
6217-KDYWC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0584-BJQGZ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
0780-XNZFN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4250-FDVOU,Yes,DSL,Yes,Yes,No,No,No,No
6131-JLWZM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8161-QYMTT,Yes,Fiber optic,No,No,No,No,Yes,Yes
0402-OAMEN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4782-OSFXZ,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9606-PBKBQ,Yes,Fiber optic,No,No,No,No,No,Yes
6248-TKCQV,Yes,DSL,No,Yes,No,Yes,Yes,Yes
2386-OWURY,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
3995-WFCSM,Yes,DSL,No,No,Yes,No,No,Yes
2450-ZKEED,Yes,DSL,No,No,Yes,Yes,No,No
7833-PKIHD,Yes,DSL,No,Yes,No,Yes,Yes,Yes
6954-OOYZZ,Yes,DSL,No,No,No,No,No,No
8821-XNHVZ,Yes,Fiber optic,No,No,No,No,Yes,No
8975-SKGRX,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3398-GCPMU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5144-PQCDZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3655-SNQYZ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4566-QVRRW,Yes,DSL,No,No,No,No,No,No
4837-PZTIC,No,DSL,No,Yes,Yes,Yes,No,No
4785-FCIFB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8016-NCFVO,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4220-TINQT,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
1169-SAOCL,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
1573-LGXBA,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2669-OIDSD,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7530-HDYDS,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
6680-WKXRZ,Yes,Fiber optic,No,No,No,No,No,No
8584-KMVXD,Yes,Fiber optic,Yes,No,No,No,No,No
9142-XMYJH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3824-RHKVR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9500-IWPXQ,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9114-AAFQH,Yes,DSL,Yes,No,Yes,No,No,Yes
4674-HGNUA,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1628-BIZYP,Yes,Fiber optic,Yes,No,No,No,No,Yes
3941-XTSKM,No,DSL,Yes,No,Yes,No,No,Yes
1035-IPQPU,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3068-OMWZA,Yes,Fiber optic,No,No,Yes,No,Yes,No
3174-AKMAS,Yes,DSL,Yes,No,No,Yes,Yes,No
4119-ZYPZY,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
1792-UXAFY,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
0489-WMEMG,Yes,DSL,No,No,No,Yes,No,No
8859-YSTWS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2055-SIFSS,Yes,DSL,No,No,No,No,No,No
6899-PPEEA,Yes,Fiber optic,No,No,No,No,Yes,Yes
7196-LIWRH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2460-FPSYH,No,DSL,Yes,Yes,No,No,Yes,Yes
3566-CAAYU,No,DSL,Yes,No,Yes,Yes,No,Yes
6635-CPNUN,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
7315-WYOAW,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
5915-ANOEI,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
8755-IWJHN,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
3197-NNYNB,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5052-PNLOS,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
7047-FWEYA,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
6557-BZXLQ,Yes,Fiber optic,No,No,No,No,No,No
1302-TPUBN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5902-WBLSE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5329-KRDTM,Yes,DSL,Yes,No,Yes,Yes,Yes,No
0021-IKXGC,Yes,Fiber optic,No,No,No,No,No,No
5788-YPOEG,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7503-MIOGA,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6987-XQSJT,Yes,Fiber optic,Yes,No,No,No,No,No
5799-JRCZO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7797-EJMDP,Yes,DSL,No,Yes,No,Yes,No,Yes
6581-NQCBA,No,DSL,No,No,No,Yes,Yes,Yes
8079-XRJRS,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
8775-ERLNB,Yes,Fiber optic,No,No,No,No,No,No
2750-BJLSB,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2065-MMKGR,Yes,DSL,No,No,No,No,Yes,Yes
8069-YQQAJ,No,DSL,Yes,No,No,No,No,No
2716-GFZOR,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
2990-OGYTD,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
9415-DPEWS,Yes,Fiber optic,No,No,No,Yes,Yes,No
6047-YHPVI,Yes,Fiber optic,No,No,No,No,No,No
7503-QQRVF,Yes,Fiber optic,Yes,No,No,No,No,No
3768-NLUBH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8035-PWSEV,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
6120-RJKLU,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
4424-TKOPW,Yes,Fiber optic,No,No,No,No,Yes,Yes
1926-QUZNN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4589-IUAJB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4232-JGKIY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2845-HSJCY,Yes,Fiber optic,No,No,Yes,No,No,Yes
1732-VHUBQ,Yes,Fiber optic,No,No,No,No,No,No
9584-EXCDZ,Yes,Fiber optic,No,No,No,No,No,No
4373-VVHQL,Yes,DSL,No,No,No,No,No,No
3967-KXAPS,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4813-HQMGZ,Yes,Fiber optic,No,No,No,Yes,No,Yes
0788-DXBFY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8404-FYDIB,Yes,Fiber optic,Yes,Yes,No,No,No,No
9800-ONTFE,Yes,Fiber optic,No,No,No,No,No,No
0512-FLFDW,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5327-XOKKY,Yes,DSL,No,No,Yes,No,Yes,Yes
7134-HBPBS,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3196-NVXLZ,Yes,Fiber optic,No,No,No,No,Yes,No
1722-LDZJS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5131-PONJI,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
1260-TTRXI,Yes,DSL,No,No,No,No,No,Yes
